Undergrad.University.ID,ID,Calculated.Prospect.Type,Disposition..Step.,App.Year,Application.Deadline,US.World.News...Report.Selectivity,US.World.News.Selectivity,X2016.Adjusted.School.List,X2016.Recruitment.Tier,Major.1,Major.2,Minor,GPA.Above.3.6,Met.,Sourced.by.RT.vs.Sign.up.Form,X2017.Recruitment.Tier,Public.Private,Size,Region,X..of.Alumni.who.attended.school.in.undergrad,X..of.Current.CMs.who.attended.school.in.undergrad,X..of.Current.TFA.Staff.who.attended.school.in.undergrad,Awareness.Level
001F000000nH82qIAC,2016_13960,Undergrad,ACCEPTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Other,,Italian,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_3812,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Human Development,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_11287,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_1066,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Political Science,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2494,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Education (general),,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_3808,Undergrad,WITHDRAWN,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Business,,Other,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2691,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Sociology,Psychology,French,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2769,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Business,,Communications,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4494,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,Other,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7045,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,International Studies/Relations,,Russian,No,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6857,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Communications,,Sociology,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2352,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Human Development,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_12423,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Spanish,International Studies/Relations,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2767,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Journalism,,Latin American Studies,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4212,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,Dance,Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_10072,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Other,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_10469,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Finance,Human Resource Management,,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7192,Undergrad,WITHDRAWN,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,English,,Education (secondary),No,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4244,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Other Engineering,,Other,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2754,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Journalism,History,English,Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_9912,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Finance,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_3344,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Education (general),,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4650,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Sociology,,Pre-medicine,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_817,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Civil Engineering,,Photography,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_173,Undergrad,REJECTED,2016,08/21/2015,More Selective,More Selective,Campus: 2,Campus: 2,Political Science,Communications,,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5374,Undergrad,WITHDRAWN,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Communications,,Business,Yes,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6256,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Sociology,,Education (general),No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_13090,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,English Literature,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4682,Undergrad,ACCEPTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Neuroscience,,Criminology,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_17034,Junior,REJECTED,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Civil Engineering,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5969,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,International Studies/Relations,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6852,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Communications,,Psychology,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5895,Undergrad,ACCEPTED,2016,08/21/2015,More Selective,More Selective,Campus: 2,Campus: 2,Health,,,No,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_13304,Undergrad,ACCEPTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Neuroscience,,,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5827,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Industrial Engineering,,Business,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_9999,Undergrad,ACCEPTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Other,,Political Science,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_1230,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,History,International Studies/Relations,Anthropology,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_349,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Public Health,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5658,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Economics,Political Science,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2594,Undergrad,WITHDRAWN,2016,08/21/2015,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,,Political Science,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4214,Undergrad,WITHDRAWN,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Neuroscience,,,Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4215,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Accounting,Information Systems,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4213,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Italian,,Education (general),Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_14157,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,Engineering (general),No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4208,Undergrad,WITHDRAWN,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Other Engineering,,Education (general),Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5987,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Marketing,,Spanish,Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_12227,Undergrad,ACCEPTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7034,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Marketing,,,Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7159,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,,,Yes,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6472,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6935,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,Architecture,Business,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_1366,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Biology,,Psychology,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_16913,Junior,REJECTED,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Civil Engineering,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_13985,Undergrad,ACCEPTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,,,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2134,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Health,,Women's Studies,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_12623,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Marketing,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_3471,Undergrad,ACCEPTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,Psychology,Political Science,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6893,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Sociology,,Other,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_1412,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Computer Science,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_14776,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,Social Work,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_3709,Undergrad,ACCEPTED,2016,08/21/2015,More Selective,More Selective,Campus: 2,Campus: 2,Education (secondary),,Human Development,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6885,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Early Childhood Education,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_8163,Undergrad,REJECTED,2016,08/21/2015,More Selective,More Selective,Campus: 2,Campus: 2,Music,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_11645,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,International Studies/Relations,French,,No,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_3793,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Mathematics,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6884,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Mathematics,,Spanish,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_10658,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Finance,,Economics,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_15979,Junior,WITHDRAWN,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Business,,,No,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_15092,Undergrad,ACCEPTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,History,,Economics,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_10710,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Communications,,English,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4680,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Communications,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2148,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,Other,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_13315,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Biology,,English,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5749,Undergrad,ACCEPTED,2016,08/21/2015,More Selective,More Selective,Campus: 2,Campus: 2,English,Spanish,,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_9006,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Communications,,Political Science,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_15730,Junior,ACCEPTED,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Education (secondary),,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6930,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Environmental Studies,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7226,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,International Studies/Relations,Spanish,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_13322,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Psychology,,Other,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2608,Undergrad,REJECTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,Early Childhood Education,,,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2731,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Political Science,Public Policy,Other,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_15536,Junior,ACCEPTED,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Economics,,History,Yes,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7058,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Education (general),,Linguistics,Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4210,Undergrad,REJECTED,2016,08/21/2015,More Selective,More Selective,Campus: 2,Campus: 2,Early Childhood Education,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4209,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Political Science,,Business,Yes,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_935,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Speech Communication,,English,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6981,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,International Studies/Relations,,Spanish,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4211,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Political Science,,Other,No,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_10585,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Public Policy,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7064,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,English,,Education (general),Yes,,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_1039,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,International Studies/Relations,,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_1928,Undergrad,WITHDRAWN,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Public Health,,Spanish,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7053,Undergrad,ACCEPTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Education (general),Computer Science,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_15980,Junior,REJECTED,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Chemistry,,Spanish,Yes,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_5963,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Nutrition,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_6961,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Anthropology,Economics,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_9352,Undergrad,ACCEPTED,2016,09/10/2015,More Selective,More Selective,Campus: 2,Campus: 2,History,,Russian,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_15663,Junior,REJECTED,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Political Science,English,Writing,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_13295,Undergrad,REJECTED,2016,10/30/2015,More Selective,More Selective,Campus: 2,Campus: 2,Biology,,,No,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_15494,Junior,REJECTED,2016,03/06/2015,More Selective,More Selective,Campus: 2,Campus: 2,Education (general),,,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_1365,Undergrad,REJECTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Biology,,Psychology,No,,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2732,Undergrad,ACCEPTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Microbiology,Political Science,History,Yes,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_7156,Undergrad,ACCEPTED,2016,03/04/2016,More Selective,More Selective,Campus: 2,Campus: 2,Anthropology,,Creative Writing,Yes,Y,Self-sourced by sign-up form,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_4206,Undergrad,REJECTED,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Child Studies,,Psychology,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
001F000000nH82qIAC,2016_2469,Undergrad,WITHDRAWN,2016,01/15/2016,More Selective,More Selective,Campus: 2,Campus: 2,Neuroscience,,,No,Y,Sourced by RT,Campus: 1,Public,Very Large,N,328,54,17,Low Issue/Low or Mixed TFA
