Undergrad.University.ID,ID,Calculated.Prospect.Type,Disposition..Step.,App.Year,Application.Deadline,US.World.News...Report.Selectivity,US.World.News.Selectivity,X2017.Tier,X2017.Recruitment.Tier,Public.Private,Major.1,Major.2,Minor,GPA.Above.3.6,Met.,Sourced.by.RT.vs.Sign.up.Form,X2016.Recruitment.Tier,Size,Region,X..of.Alumni.who.attended.school.in.undergrad,X..of.Current.CMs.who.attended.school.in.undergrad,X..of.Current.TFA.Staff.who.attended.school.in.undergrad,Awareness.Level
001F000000nH7ewIAC,2017_9478,Undergrad,REJECTED,2017,08/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,English,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_4506,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Statistics,Economics,,N,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_9698,Undergrad,WITHDRAWN,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,N,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_8267,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Public Policy,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_8759,Junior,WITHDRAWN,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,Philosophy,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_3597,Undergrad,ACCEPTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,N,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_9985,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,N,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_1125,Undergrad,WITHDRAWN,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Political Science,,,N,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_8043,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Political Science,,,N,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_10962,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Psychology,Human Development,,Y,,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_10966,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Political Science,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_9572,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Psychology,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_3171,Undergrad,WITHDRAWN,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,English Literature,,,Y,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_10349,Undergrad,ACCEPTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,N,Y,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_2078,Junior,ACCEPTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,Y,,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_4603,Junior,ACCEPTED,2017,01/15/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Political Science,,,N,,Sourced by RT,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_10426,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Public Policy,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_3423,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,Creative Writing,Y,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_6788,Undergrad,WITHDRAWN,2017,08/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_8130,Undergrad,WITHDRAWN,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_8623,Undergrad,ACCEPTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Physics,,,N,Y,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_4604,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,Philosophy,Y,,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7ewIAC,2017_2507,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Psychology,,,N,,Self-sourced by sign-up form,Campus: 2,Medium,N,287,25,8,High Issue/High TFA
001F000000nH7f1IAC,2017_465,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Government,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_6079,Undergrad,ACCEPTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9103,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,Public Health,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5295,Junior,ACCEPTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Sociology,English,Education (general),Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_61,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Interdisciplinary Studies,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_10670,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other Science,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_6373,Junior,REJECTED,2017,01/15/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Labor Studies,Economics,Business,Y,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1318,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Policy Studies,,Education (general),N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_7099,Junior,REJECTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Hotel Administration,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_7829,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Labor Studies,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_314,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_3440,Junior,REJECTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Mathematics,,,N,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_4859,Junior,REJECTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Mechanical Engineering,,,N,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5411,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Development,,Other,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1888,Undergrad,ACCEPTED,2017,08/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Development,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5422,Junior,WITHDRAWN,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Interdisciplinary Studies,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9289,Undergrad,ACCEPTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,History,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_10679,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_3384,Junior,REJECTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Interdisciplinary Studies,,Business,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_6181,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biomedical Engineering,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_7100,Undergrad,REJECTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Hotel Administration,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_11318,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Communications,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_4749,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Development,,Policy Studies,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_62,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_3385,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Interdisciplinary Studies,,,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1855,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Government,,,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_466,Undergrad,REJECTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Comparative Literature,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_2235,Undergrad,WITHDRAWN,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1887,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_8960,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Psychology,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9294,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_6374,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Development,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_11354,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_123,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Sociology,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5412,Junior,REJECTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,,Y,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1788,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,International Studies/Relations,,,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_665,Junior,REJECTED,2017,01/15/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,,N,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_6376,Junior,ACCEPTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Biology,,,Y,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1560,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Nutrition,,Education (general),Y,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1895,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Statistics,,,N,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1537,Undergrad,ACCEPTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Development,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_3032,Undergrad,REJECTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,History,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9700,Undergrad,ACCEPTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biomedical Engineering,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_7827,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9536,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_4680,Junior,WITHDRAWN,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,American Studies,Sociology,,N,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1357,Junior,WITHDRAWN,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,Business,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_8961,Junior,REJECTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Chemistry,,Business,N,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_10096,Undergrad,ACCEPTED,2017,08/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1221,Undergrad,ACCEPTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Public Policy,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9409,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,English Literature,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5416,Junior,REJECTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Development,,Education (general),Y,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_7685,Undergrad,WITHDRAWN,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Hotel Administration,,,Y,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_6384,Junior,ACCEPTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,,Y,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_186,Undergrad,WITHDRAWN,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,Y,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_4705,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Government,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9033,Junior,ACCEPTED,2017,01/15/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Other,,Education (general),Y,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5653,Undergrad,WITHDRAWN,2017,08/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Computer Science,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9036,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Archaeology,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_339,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,African-American Studies,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1362,Undergrad,REJECTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Art History,,,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_4154,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,History,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9157,Undergrad,REJECTED,2017,08/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,Y,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_6594,Junior,ACCEPTED,2017,01/15/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Policy Studies,,Law,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_3588,Junior,ACCEPTED,2017,01/15/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Government,Anthropology,Education (general),N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_2840,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Biology,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_4715,Undergrad,WITHDRAWN,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Liberal Studies,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5415,Junior,ACCEPTED,2017,03/04/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Biology,,Public Health,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_9159,Undergrad,REJECTED,2017,08/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_329,Undergrad,WITHDRAWN,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5916,Undergrad,ACCEPTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Interior Design,,,Y,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5195,Undergrad,REJECTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Human Biology,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_8425,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Sociology,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1834,Undergrad,WITHDRAWN,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1353,Undergrad,ACCEPTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Government,,,N,Y,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_7718,Junior,REJECTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Hotel Administration,,,N,,Self-sourced by sign-up form,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_11698,Undergrad,ACCEPTED,2017,09/16/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Biology,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5123,Junior,ACCEPTED,2017,04/20/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Psychology,,African-American Studies,Y,,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_444,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,English,,,Y,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_5423,Undergrad,ACCEPTED,2017,10/19/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Interdisciplinary Studies,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
001F000000nH7f1IAC,2017_1222,Undergrad,REJECTED,2017,12/09/2016,Most Selective,Most Selective,Campus: 1,Campus: 1,Private Not For Profit,Economics,,,N,Y,Sourced by RT,Campus: 2,Very Large,E,633,52,25,High Issue/Low TFA
